TOT_POP,0-9,19-Oct,20-29,30-39,30-39 y/o % of total pop,40-49,50-59,60-69,60-69 y/o % of total pop,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,Two or more races pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_INTERNATIONAL_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,county_pop2018_18 and older,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_number,CKD_Upper 95% CI,CKD_number,Urban_rural_code
590925,83544,86624,71522,79438,13.44299192,80916,77358,61451,10.39912002,35047,15025,521266,33160,5841,18704,3.165207091,688,11266,590925,18779,3202,2.8,45597,80427,109691,125054,22.3,34.7,54400,77598,74462,80734,275152,264818,10334,77598,203.8251374,120.2980078,10.767732,223.5899992,197.8956788,697.9055057,97,535187,96577,18.0,435191,40.8,38.7,42.9,177437,34.0,32.3,35.4,147965,6.5,5.8,7.2,6.4,5.3,7.5,27802,46565,2.9,11942,2
35886,4403,4482,4097,3742,10.42746475,4057,5045,4974,13.86055844,3397,1689,33703,218,475,768,2.140110349,63,659,35886,200,296,1.2,4378,10064,6632,3562,40.9,14.5,6658,42457,38314,46600,15592,15129,463,42457,20.01524896,3.895270868,0.714621122,22.32312373,16.02625729,63.64228268,0,35398,9615,27.2,27745,51.8,49.4,54.1,14384,38.7,36.9,40.5,10737,10.2,9.2,11.2,11.8,10.1,13.5,3281,3955,4.1,1042,6
13158,2030,2006,1549,1566,11.90150479,1376,1610,1449,11.0123119,888,684,12029,601,226,52,0.395196838,15,235,13158,-40,185,0.8,2167,2720,2133,1331,32.6,15.9,2587,42700,38359,47041,5247,5015,232,42700,4.538530537,2.678649892,0.239762775,4.978630468,4.406500558,15.54011193,0,13368,2865,21.4,9500,52.9,51.0,54.8,5028,39.9,38.4,41.3,3790,10.1,9.3,11.0,9.4,8.3,10.7,892,1620,4.5,401,6
24277,3893,3766,2870,3355,13.8196647,2720,2837,2518,10.371957,1462,856,22871,287,234,237,0.976232648,29,619,24277,305,299,0.2,787,4357,4644,5149,29.2,34.5,1907,69975,63036,76914,12278,11935,343,69975,13.69148739,6.937464988,1.159023598,10.04765061,14.91721738,31.7939351,0,23188,4546,19.6,17204,44.6,42.1,46.9,7669,38.6,36.7,40.4,6641,6.3,5.6,7.0,6.6,5.5,7.7,1130,1698,2.9,459,4
6254,600,747,605,667,10.66517429,726,956,910,14.55068756,646,397,5930,65,69,12,0.191877199,1,177,6254,-14,101,0.0,991,1908,1213,512,41.3,11.1,1240,36592,32851,40333,3039,2945,94,36592,3.488139302,0.678844787,0.124539946,3.890342077,2.792961407,11.09120091,0,6361,1916,30.1,5033,52.4,50.0,54.8,2637,35.9,34.2,37.7,1807,11.0,9.9,12.2,12.7,11.1,14.8,640,736,4.3,197,6
14190,2671,2452,1964,1645,11.59267089,1640,1382,1154,8.132487667,853,429,13978,59,68,38,0.267794221,1,46,14190,-93,31,-0.4,3226,2378,1620,835,29.5,10.4,4529,33160,29614,36706,5376,5077,299,33160,4.894493716,2.888740079,0.258567698,5.369111289,4.752108445,16.75894424,0,14415,2414,16.7,9486,57.2,54.6,59.8,5427,44.2,42.1,46.4,4193,9.7,8.9,10.6,8.2,7.1,9.3,778,1896,5.0,439,5
19026,1745,1946,2388,2113,11.10585515,2148,2736,2955,15.53137811,1836,1159,6861,11640,131,151,0.793650794,21,222,19026,-248,1320,1.1,3095,5529,3966,1945,38.0,13.4,4172,35433,31708,39158,7832,7445,387,35433,8.643001381,7.772654623,0.205218604,9.262321811,7.373211269,27.44615596,0,19913,5537,27.8,15676,55.6,53.8,57.2,8716,42.6,41.2,44.1,6678,10.6,9.8,11.5,11.0,9.8,12.3,1726,3044,5.1,746,6
3079,451,494,365,341,11.07502436,359,419,327,10.62033128,200,123,2923,54,37,27,0.876908087,0,38,3079,38,29,0.7,491,581,607,413,27.8,19.7,368,57052,50737,63367,1336,1300,36,57052,1.062025804,0.626809775,0.056105,1.165010124,1.031130507,3.636419262,0,3067,630,20.5,2210,47.4,45.3,49.4,1047,36.4,34.9,37.9,804,8.0,7.3,8.7,7.7,6.5,8.7,169,289,3.5,72,6
14306,1653,1824,1728,1624,11.35188033,1745,2022,1699,11.87613589,1328,683,9391,449,3046,92,0.643086817,17,1311,14306,-49,1050,0.1,1367,4074,3220,1509,40.1,14.8,2631,43074,40249,45899,6115,5904,211,43074,4.103414109,4.673030391,0.453516148,4.785502395,8.199571959,16.91433826,0,14563,3706,25.4,11152,52.9,51.0,54.5,5904,38.8,37.4,40.2,4327,11.0,10.3,11.8,11.5,10.4,12.8,1284,1753,4.3,449,6
11321,1355,1314,1118,1199,10.5909372,1112,1567,1728,15.26366929,1015,913,10930,128,49,67,0.591820511,27,120,11321,-9,350,1.1,615,2968,2907,1766,35.9,21.4,1032,56312,51001,61623,5943,5815,128,56312,6.894157905,3.059686104,0.423262556,4.5841487,7.751443929,14.65994972,0,11577,3637,31.4,8853,42.8,40.2,45.2,3787,34.4,32.4,36.2,3045,8.7,7.8,9.7,7.8,6.5,9.2,693,1029,3.8,306,6
16786,2543,2374,2038,2282,13.59466222,1976,2169,1962,11.68831169,1004,438,15062,186,817,155,0.923388538,58,508,16786,84,183,0.1,1803,3775,3632,1789,34.3,16.3,1977,72873,65407,80339,8170,7894,276,72873,4.652340897,2.926383275,0.24340428,7.805532706,4.984255825,17.07149109,3,17088,3163,18.5,12249,44.1,42.2,45.9,5399,31.0,29.7,32.4,3797,7.3,6.7,8.0,8.2,7.1,9.3,1006,1334,3.2,366,5
23145,2375,2777,2510,2439,10.53791316,3024,3542,3313,14.31410672,2300,865,22480,224,98,59,0.254914668,14,270,23145,21,151,0.1,3471,7278,4023,1744,44.1,10.6,4211,41829,37684,45974,9417,9045,372,41829,19.65099904,4.075154985,0.393156731,12.26307125,8.499022897,34.5396735,0,22942,6025,26.3,18441,53.4,51.0,55.7,9842,37.4,35.4,39.4,6897,10.6,9.6,11.7,13.3,11.5,15.2,2444,2806,4.1,696,3
2279,214,237,173,189,8.293111014,217,304,446,19.56998684,333,166,1151,1077,16,6,0.263273366,0,29,2279,-69,0,0.0,562,594,419,158,34.3,9.1,580,33908,30235,37581,830,784,46,33908,1.043149492,0.720780552,0.03141364,1.078462756,0.738978799,2.770466397,0,2140,913,42.7,1874,58.5,56.8,60.3,1096,38.4,36.9,39.9,720,13.2,12.1,14.3,14.0,12.4,15.7,263,415,5.9,103,6
891299,119169,110329,131431,131423,14.74510798,109626,113276,95480,10.71245452,53438,27127,666319,67646,15611,61657,6.91765614,15386,64680,891299,14098,17439,1.5,50229,158140,215568,152051,27.5,26.4,76391,75022,73290,76754,424137,402190,21947,75022,359.2120463,225.6755299,10.88162932,443.3081164,522.4364861,1314.90297,189,845193,157501,18.6,682029,39.6,37.9,41.0,269794,32.1,31.0,33.2,218931,6.1,5.5,6.6,5.9,5.1,6.7,39922,73763,2.9,18489,2
31280,3353,4207,3846,3290,10.51790281,3589,4245,4082,13.04987212,2707,1961,30227,260,228,181,0.578644501,8,376,31280,-130,1843,0.1,2539,9222,5954,3997,42.5,18.4,3631,51487,47212,55762,14901,14381,520,51487,16.14043771,3.94980303,0.617010651,12.29814411,15.5327757,40.69465702,0,31848,8461,26.6,24768,44.4,42.0,46.9,11008,31.9,30.2,33.5,7901,8.7,7.8,9.6,10.5,9.0,12.2,2604,3260,3.6,831,5
117898,13184,15854,16006,13589,11.5260649,13535,18227,14882,12.62277562,8368,4253,113265,1387,566,789,0.669222548,39,1852,117898,-528,4808,0.6,9804,30175,25276,14894,37.6,18.6,18209,53745,50666,56824,52824,49932,2892,53745,76.0820682,53.65140215,1.001476752,125.0036042,39.09379129,295.0615964,8,119833,25826,21.6,93129,49.2,47.0,51.1,45846,37.3,35.7,38.8,34737,7.9,7.1,8.7,9.5,8.1,10.9,8820,10076,3.3,2876,3
64382,7550,7157,6693,7197,11.17859029,6829,8928,10336,16.05417663,6668,3024,56154,1320,2830,887,1.377714268,199,2992,64382,220,1124,-0.3,6872,13951,18247,7324,30.1,15.8,11689,45086,41091,49081,29116,27594,1522,45086,25.08741864,12.88549976,0.584298903,36.39742721,24.73586275,95.65412487,8,64095,19092,29.8,50892,43.2,41.2,45.0,21992,30.0,28.5,31.4,15268,9.2,8.4,10.1,9.7,8.4,11.0,4927,6847,4.3,2028,5
12098,1491,1524,1511,1533,12.67151595,1542,1584,1414,11.68788229,1015,484,7683,886,2650,29,0.239709043,19,831,12098,0,1227,0.7,1716,3192,2396,958,38.6,11.6,2890,37545,33687,41403,4459,4246,213,37545,3.470089745,3.951790974,0.383520087,4.046903955,6.934043168,14.30376515,0,12160,2764,22.7,9366,56.4,54.6,58.2,5286,41.8,40.5,43.2,3915,11.2,10.4,12.0,12.1,10.9,13.4,1137,1531,4.4,386,6
429899,54593,54724,60352,54227,12.61389303,50135,56717,52886,12.3019593,29119,17146,319221,87275,1772,7608,1.769718004,236,13787,429899,-1134,9824,1.1,31510,86684,96902,76672,29.7,26.3,78398,47865,45854,49876,209136,198144,10992,47865,222.0944388,82.23268177,7.134678114,290.7565215,198.8147932,837.8465814,251,433404,92861,21.4,331337,48.0,46.0,49.6,159044,37.3,36.0,38.5,123589,8.1,7.4,8.9,9.5,8.2,10.9,31559,41730,3.5,10926,3
86184,9046,10074,9934,9205,10.68063678,9929,12130,12775,14.82293697,7669,5422,80143,3734,129,403,0.467604196,17,1758,86184,-468,2092,0.5,6132,27175,15886,13379,43.4,21.4,13319,48418,44788,52048,40823,38741,2082,48418,47.1260814,38.14904404,1.339153248,69.82439248,48.47869347,180.126206,18,88231,25000,28.3,69098,46.3,43.8,48.7,31969,34.4,32.6,36.3,23770,8.7,7.8,9.6,9.2,7.8,10.7,6375,8537,3.7,2375,5
26746,3528,3448,3704,3569,13.34405145,3148,3261,3211,12.00553354,1831,1046,13863,384,11726,169,0.631870186,30,574,26746,-149,2565,0.4,3154,5763,6786,2433,31.8,13.4,6910,38097,34172,42022,8927,8366,561,38097,13.04478703,6.790437085,0.523323159,12.49593591,14.48711671,36.93895662,4,27049,5804,21.5,20437,54.3,52.9,55.7,11097,40.1,39.0,41.1,8195,9.3,8.8,9.9,9.5,8.6,10.4,1942,3461,4.6,890,5
44191,5027,5261,5250,5196,11.75805028,4932,5897,6037,13.66115272,4245,2346,37178,5649,330,303,0.685659976,38,693,44191,55,2575,0.2,5739,12165,8511,4554,39.3,14.7,7999,38525,34662,42388,18286,17608,678,38525,25.64404083,12.64151625,0.450223047,24.05684898,17.17901764,60.38175731,0,43814,11617,26.5,34782,53.0,51.2,54.9,18451,35.6,34.3,36.9,12382,10.4,9.4,11.4,11.7,10.1,13.5,4081,5059,4.2,1358,6
514213,64967,65973,69649,68688,13.35788866,65514,67219,57899,11.25973089,36491,17813,392799,94964,2525,13454,2.616425489,422,10049,514213,7661,10941,2.7,41345,83309,97570,115297,24.7,34.2,55837,61162,59659,62665,248725,241431,7294,61162,214.5197736,106.0967669,6.97871965,216.1380274,236.7707638,652.5608577,137,490332,100264,20.4,395849,42.5,40.7,44.3,168235,32.3,31.0,33.5,127859,6.7,6.1,7.4,6.8,5.7,7.9,26743,44747,3.1,11688,3
43093,5893,5838,6415,5774,13.3989279,5556,5412,4352,10.09908802,2680,1173,29535,12301,238,392,0.909660502,26,601,43093,208,3167,0.2,6311,10771,7142,3683,38.6,13.2,9505,39480,35931,43029,18709,17864,845,39480,19.72463407,13.62904622,0.593992096,20.39236312,13.97315199,52.38600634,10,43048,7860,18.3,32559,47.3,45.6,48.8,15407,34.5,33.2,35.8,11233,7.9,7.3,8.6,9.6,8.6,10.7,3138,4794,3.7,1138,5
6468,846,848,623,700,10.82251082,731,881,848,13.11069882,580,411,6294,32,39,33,0.510204082,6,64,6468,54,66,0.0,319,1663,1556,914,37.4,20.5,650,52292,48533,56051,3316,3216,100,52292,3.50343239,2.755809976,0.31178872,2.997194791,4.224234269,9.202796086,0,6385,1788,28.0,4897,46.5,44.2,48.8,2279,38.0,36.3,39.8,1861,7.9,7.1,8.8,7.3,6.2,8.5,359,533,3.4,154,4
80809,11336,11403,10533,12034,14.8919056,10921,10161,7873,9.742726676,4604,1944,65119,10064,425,3187,3.943867639,83,1931,80809,1966,314,0.5,8524,17273,15626,8862,34.4,17.6,7651,61413,56938,65888,39665,38362,1303,61413,36.98809446,25.55750577,1.11386785,38.24023556,26.20278094,98.23546251,6,75099,12454,16.6,59847,43.9,42.0,45.8,26280,33.2,31.9,34.6,19869,6.7,6.2,7.4,8.1,7.1,9.2,4862,7046,3.1,1747,2
14874,2037,2105,1711,1932,12.98910851,1607,1797,1832,12.31679441,1114,739,13320,974,130,169,1.136210838,7,274,14874,56,233,1.1,1651,3243,3359,1587,33.0,16.1,1885,54088,48788,59388,7412,7169,243,54088,5.1304228,3.027985901,0.271031427,5.627918345,4.981174137,17.56677496,0,14756,3317,22.5,11090,48.3,46.3,50.1,5354,36.3,34.8,37.7,4026,8.4,7.7,9.2,7.9,6.8,9.0,876,1508,3.6,377,6
21792,2659,2592,2285,2466,11.3160793,2368,3076,3028,13.89500734,2179,1139,20813,293,160,86,0.394640235,20,420,21792,92,233,-0.3,1876,6578,4646,2395,42.5,15.5,3606,44978,40301,49655,9795,9446,349,44978,12.15438626,2.36542782,0.433958187,13.55585778,9.732045889,38.64717784,8,21834,5958,27.3,16997,52.7,50.2,54.9,8950,35.9,34.1,37.8,6102,10.0,9.1,11.1,11.5,10.0,13.3,1954,2383,4.0,626,6
258111,32010,35615,28278,32235,12.48881295,32524,36050,32689,12.66470627,19652,9058,215496,32238,1431,3812,1.476883976,130,5004,258111,2291,1277,0.3,16752,45120,52208,57516,26.3,33.5,30253,67054,62755,71353,117656,112728,4928,67054,130.9393315,42.48327717,8.75144432,138.8599425,99.25688748,415.0289385,149,249201,55158,22.1,196194,42.4,40.4,44.3,83283,30.8,29.3,32.2,60428,7.5,6.8,8.3,7.9,6.6,9.2,15431,22926,3.2,5907,2
45815,4189,4703,3962,4327,9.444505075,4544,6810,8665,18.91301975,6221,2394,44198,339,303,298,0.650441995,27,650,45815,366,774,0.0,3688,12800,10098,7392,37.7,21.8,5712,48580,45349,51811,18578,17795,783,48580,25.55310235,4.97302109,0.912343719,28.49952387,20.46042963,81.25093855,18,44855,15571,34.7,37704,47.6,45.0,50.0,17940,31.5,29.5,33.2,11877,10.2,9.1,11.4,11.1,9.4,13.1,4199,5474,4.1,1420,6
49565,7218,7185,6000,5671,11.44154141,5715,6268,5804,11.70987592,3774,1930,40244,6695,565,380,0.766670029,710,971,49565,786,738,0.2,6879,9315,10371,5114,29.4,16.1,9739,46259,42686,49832,23633,22760,873,46259,17.09623545,10.0902327,0.903164762,18.75405222,16.59889042,58.53820094,9,48239,10925,22.6,36426,53.1,51.3,54.8,19328,38.1,36.7,39.4,13878,9.0,8.3,9.8,9.2,8.1,10.5,3357,5521,4.0,1354,5
14301,2743,2485,1752,1664,11.63554996,1462,1709,1424,9.95734564,701,361,2624,59,11165,26,0.181805468,1,426,14301,-283,122,0.1,1143,2092,3419,1660,25.2,20.0,3504,42021,37707,46335,4691,4249,442,42021,8.598545937,4.27105017,0.73379276,6.604134844,11.04452181,16.99012468,0,14657,2206,15.1,9444,59.2,57.3,61.2,5591,45.1,43.4,46.7,4259,10.3,9.6,11.1,10.6,9.4,12.0,1005,1729,4.6,411,6
20192,2550,2663,2566,2520,12.48019017,2347,2601,2566,12.70800317,1556,823,12622,7212,71,66,0.326862124,7,214,20192,-223,1037,0.0,2806,5576,3483,1856,40.6,13.5,5051,35103,31389,38817,8318,7799,519,35103,10.24337196,3.3234629,0.684624691,10.86300064,7.764857259,32.46767603,2,20619,4470,21.7,15486,55.2,53.4,57.0,8549,40.9,39.5,42.4,6334,10.2,9.3,11.0,12.1,10.6,13.4,1867,2592,4.5,648,6
58812,7133,6925,5733,6209,10.55736924,5641,8295,9312,15.83350337,5752,3812,56108,972,461,377,0.641025641,47,847,58812,561,1184,0.9,3181,12109,15613,10361,29.3,25.1,5940,53778,49601,57955,31441,30313,1128,53778,30.1859128,18.99197014,1.331114905,33.69712141,36.74715635,98.34528465,5,57790,17615,30.5,45931,44.4,42.2,46.5,20389,32.1,30.4,33.7,14744,8.2,7.3,9.2,6.4,5.3,7.6,2930,5011,3.5,1487,5
4276,228,342,621,756,17.68007484,814,523,471,11.01496726,340,181,4005,122,27,58,1.356407858,7,57,4276,-35,1629,7.0,1133,841,659,357,28.1,11.9,702,40987,36379,45595,1120,1080,40,40987,1.474901701,0.870489963,0.077916524,1.617922472,1.431995469,5.050123015,0,3858,883,22.9,3767,51.0,48.8,53.0,1923,38.8,37.4,40.0,1462,8.9,8.2,9.7,8.1,7.0,9.2,304,563,3.7,132,6
16378,1801,2192,1959,1751,10.69117108,2011,2358,2180,13.31053853,1418,708,10838,3850,1287,148,0.90365124,18,237,16378,-154,147,0.7,2243,4954,2996,1276,43.2,11.1,2846,44424,39552,49296,6667,6278,389,44424,8.500835231,1.792647556,0.338425053,7.656447971,6.259188101,21.25041271,0,16746,4103,24.5,12774,54.3,52.5,55.9,6941,34.9,33.6,36.0,4458,10.4,9.7,11.2,11.8,10.6,13.0,1506,2214,4.3,518,6
74615,7933,8628,8891,8061,10.80345775,8326,10543,10982,14.7182202,7145,4106,64735,6603,257,598,0.80144743,56,2366,74615,-242,1679,0.6,4331,20267,16821,12194,37.8,22.7,7769,53135,49149,57121,37757,35641,2116,53135,38.54760433,14.27263508,1.238323438,50.46487163,34.50709538,145.4200235,18,75369,20550,27.3,59541,48.0,45.8,50.2,28577,37.0,35.2,38.7,22030,8.9,8.0,9.7,9.6,8.2,11.0,5713,8021,3.6,1994,5
122083,12526,13978,14282,14174,11.61013409,14508,18789,17689,14.48932284,10311,5826,117088,935,660,1137,0.931333601,46,2217,122083,154,3817,0.1,7220,28737,27738,23622,32.9,27.1,13290,52154,48472,55836,62541,60517,2024,52154,100.3368938,50.71573904,3.101322172,73.42836318,101.9787702,204.6872633,16,121289,31337,25.8,98517,45.5,43.2,47.6,44845,32.4,30.8,34.0,31920,8.3,7.5,9.3,8.7,7.3,10.2,8547,10633,3.5,3158,5
39272,5078,6440,3713,4534,11.54512121,5838,5284,4462,11.36178448,2693,1230,34842,2096,108,1633,4.158178855,20,573,39272,1260,142,0.4,1327,4752,5739,12366,19.6,51.1,2215,99497,93144,105850,19687,19105,582,99497,17.97567654,12.4205765,0.541323593,18.58419893,12.73417086,47.74100761,0,35972,7602,21.1,28767,34.4,32.1,36.8,9888,26.8,25.1,28.4,7710,5.8,5.2,6.5,5.8,4.8,7.0,1678,2718,2.7,728,4
21623,2500,2219,2908,2722,12.58844749,2581,2789,2850,13.18040975,2057,997,16515,4243,211,183,0.846321047,12,459,21623,-192,2424,1.7,3628,6969,4307,1184,43.3,7.4,4130,42307,38034,46580,8735,8399,336,42307,12.54782863,6.185592219,0.220297639,11.77120331,8.405826945,29.54526348,6,22350,5833,26.1,17266,53.3,51.7,54.8,9209,37.6,36.5,38.6,6492,10.6,9.7,11.5,12.8,11.4,14.3,2210,2596,4.2,680,6
77516,10561,10923,10804,9984,12.87992156,9470,9077,8570,11.05578203,5260,2867,70096,931,3400,866,1.117188709,176,2047,77516,420,4186,1.4,8944,14321,18778,8140,28.5,16.2,11557,53917,49357,58477,36813,34994,1819,53917,38.86238833,21.41963146,1.128322555,47.51902695,36.58724613,113.9790752,3,76736,15752,20.5,57965,46.6,44.8,48.3,27000,34.6,33.3,35.9,20056,7.8,7.1,8.6,8.8,7.6,10.0,5074,7168,3.6,1932,5
28523,3475,3955,3386,3185,11.16642709,3517,4015,3492,12.24275146,2230,1268,27657,141,100,279,0.978157978,7,339,28523,38,449,0.5,2047,8359,5341,3480,43.5,18.1,3117,57436,52333,62539,14080,13573,507,57436,14.71782943,3.601669815,0.562627711,11.21419324,14.16372639,37.10785493,0,28372,6402,22.6,21768,45.9,43.6,48.0,9991,33.9,31.9,35.7,7379,8.0,7.3,8.8,10.0,8.7,11.4,2175,2716,3.3,670,6
564751,67749,73664,74885,73072,12.93879958,66799,77544,68202,12.07647264,37231,25605,389924,126515,1199,34361,6.084274309,270,12482,564751,1264,22693,2.8,27437,116459,91608,145998,30.5,38.3,47800,71961,69882,74040,295898,284018,11880,71961,308.8102385,249.985041,8.775273092,457.5489126,317.6737053,1180.340376,100,563384,123831,22.0,440843,37.3,35.5,39.0,164214,28.9,27.6,30.1,127404,6.2,5.6,6.8,6.4,5.4,7.4,28095,46559,3.0,12494,2
5506,631,598,559,526,9.553214675,540,846,807,14.6567381,544,455,5383,27,14,26,0.472212132,1,55,5506,-60,120,0.2,421,1657,1457,602,40.1,14.6,589,51210,45878,56542,3116,3040,76,51210,3.352992971,1.488086891,0.205854927,2.229513536,3.769936426,7.12990753,0,5711,1817,31.8,4381,47.9,45.4,50.2,2096,36.3,34.4,38.3,1590,8.9,8.0,9.9,8.3,7.1,9.7,364,517,3.8,152,6
10718,1315,1338,1218,1200,11.19611868,1300,1565,1397,13.03414816,949,436,10296,244,17,31,0.289233066,6,124,10718,107,143,0.2,1900,2999,1592,961,40.2,12.9,2415,35596,31886,39306,4728,4532,196,35596,7.037552127,2.365039672,0.251855137,4.737275205,4.557378678,15.48549302,0,10645,2575,24.2,8298,54.6,52.3,57.0,4530,39.5,37.5,41.3,3278,11.4,10.3,12.6,14.5,12.5,16.7,1203,1349,4.2,321,6
22141,3038,2944,2494,2501,11.2957861,2460,2966,2782,12.5649248,1735,1221,21345,273,75,133,0.600695542,23,292,22141,-116,304,0.7,1336,5888,4537,3214,39.3,21.5,1905,65849,61961,69737,12123,11840,283,65849,13.48322146,5.983968734,0.827794034,8.965430296,15.15985514,28.67113742,0,22095,5388,24.4,16648,40.5,38.1,42.6,6740,32.9,31.3,34.6,5477,7.6,6.8,8.5,7.3,6.1,8.6,1209,1770,3.4,511,4
18256,2044,2318,2427,1939,10.62116564,1965,2506,2438,13.35451358,1682,937,16650,1023,125,106,0.580631025,22,330,18256,391,1191,0.1,1673,5017,3515,1685,42.2,14.2,2856,42186,38437,45935,6869,6611,258,42186,10.59395826,5.222410006,0.185994251,9.938264241,7.096923494,24.94465754,0,17191,4554,26.5,14553,51.0,49.0,53.0,7427,32.4,31.0,33.9,4715,10.4,9.4,11.4,12.0,10.4,13.7,1745,2000,4.1,547,3
50224,6220,7125,5654,6127,12.19934693,6474,7292,6106,12.15753425,3442,1784,47762,888,498,299,0.595332909,41,736,50224,1009,521,0.4,4355,11631,9788,6653,35.9,20.5,5400,71207,66066,76348,24556,23806,750,71207,17.3235414,10.22438913,0.915172944,19.00339996,16.81958383,59.31650568,4,47205,10123,21.4,38176,43.6,41.6,45.4,16633,33.6,32.2,35.1,12827,7.4,6.8,8.1,6.9,6.0,7.9,2641,4846,3.3,1195,2
66994,7918,8437,8603,7501,11.19652506,8101,9365,8727,13.02653969,5443,2899,48232,16986,257,383,0.571692987,100,1036,66994,79,2294,0.7,8918,15980,13757,7011,35.0,15.4,12768,42099,39675,44523,29857,28786,1071,42099,27.94860829,13.82276761,0.909219223,28.15944173,30.84756813,85.01858589,8,66508,16065,24.2,52402,52.7,50.9,54.3,27592,35.4,34.2,36.6,18550,9.0,8.2,9.8,9.9,8.7,11.2,5170,8636,4.1,2007,3
20105,2336,2287,2661,2855,14.20044765,2788,2829,2367,11.77319075,1386,596,18971,792,46,37,0.184033822,8,251,20105,-168,1708,0.9,5238,5009,3015,1398,34.2,9.5,7015,28146,25346,30946,5221,4852,369,28146,13.20115558,4.436380165,0.472433993,8.886258443,8.548805591,29.04794152,6,20866,4137,19.8,15863,61.0,58.5,63.1,9676,42.9,41.1,44.7,6805,12.2,11.0,13.3,17.0,14.7,19.3,2696,2862,4.6,669,6
191224,20226,24902,21504,21336,11.15759528,24286,31651,25905,13.54693971,14788,6626,184339,1235,930,1857,0.971112413,124,2739,191224,1338,1392,0.4,6040,34004,45464,45639,25.9,34.8,9560,84048,80442,87654,102785,99402,3383,84048,84.55554894,72.36960218,2.754750916,141.8505419,115.2212831,388.4007489,8,186946,41663,22.3,150608,39.5,37.3,41.7,59550,31.8,30.2,33.3,47893,6.9,6.2,7.6,7.5,6.2,8.8,11230,13442,2.9,4081,2
29533,3748,3969,3645,3609,12.22022822,3947,4070,3287,11.12992246,2216,1042,27289,1396,109,241,0.816036298,14,484,29533,302,336,-0.2,3799,7208,5934,2762,36.6,14.0,4626,47662,43008,52316,12508,12026,482,47662,13.51791748,9.340417749,0.407081627,13.97553338,9.576244347,35.90179206,0,28722,6357,22.1,22438,42.2,39.9,44.4,9460,30.0,28.2,31.6,6731,8.2,7.4,8.9,9.8,8.4,11.2,2205,2743,3.5,733,2
39138,4775,4824,4371,4579,11.69962696,4411,5266,5300,13.54182636,3401,2211,35082,2379,137,402,1.027134754,21,1117,39138,-182,633,0.5,2321,9033,10517,5636,32.8,20.5,4887,51805,47344,56266,19450,18816,634,51805,23.83389737,10.57768702,1.463267372,15.84792967,26.79763382,50.68113347,12,39876,10621,26.6,30332,47.8,45.7,49.8,14497,35.8,34.2,37.4,10859,8.3,7.5,9.1,8.0,6.9,9.1,2416,3732,3.6,1019,5
200482,24542,26188,24451,23692,11.81751978,25115,27381,24392,12.16667831,16533,8188,161547,32661,681,2036,1.015552518,93,3464,200482,2214,2946,0.5,20842,41963,42757,28714,31.3,21.4,28843,51740,49055,54425,89580,86663,2917,51740,83.63723448,41.3651386,2.720871843,84.26816128,92.31247803,254.4212338,40,194174,45832,23.6,154630,49.9,48.0,51.7,77216,35.2,34.0,36.4,54430,8.0,7.3,8.8,9.1,7.9,10.5,14134,21295,3.6,5227,3
44176,5651,5666,5241,5315,12.03141978,5471,6114,5377,12.17176748,3439,1902,40897,1858,157,423,0.957533502,89,752,44176,361,703,0.6,5084,12349,7487,4757,41.6,16.0,8284,42439,39122,45756,19141,18293,848,42439,29.0064287,9.747900032,1.038062377,19.52545899,18.78398586,63.8260067,10,43418,9933,22.9,33790,57.4,55.0,59.5,19395,42.2,40.3,44.0,14259,11.0,10.0,12.1,13.7,11.8,15.6,4620,5477,4.1,1270,5
11859,1286,1325,1401,1025,8.643224555,1206,1665,2005,16.90699047,1217,729,5689,5790,115,45,0.379458639,3,217,11859,-160,148,0.8,1683,2998,2759,946,35.8,11.3,2470,36042,32103,39981,4628,4353,275,36042,5.387225553,4.84473411,0.127913772,5.773251043,4.59575909,17.1073249,0,12331,3689,29.9,9482,55.6,53.8,57.2,5275,38.5,37.3,39.7,3651,11.3,10.4,12.1,11.8,10.5,13.2,1121,1847,5.1,458,6
