TOT_POP,0-9,19-Oct,20-29,30-39,30-39 y/o % of total pop,40-49,50-59,60-69,60-69 y/o % of total pop,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,Two or more races pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_INTERNATIONAL_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,county_pop2018_18 and older,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_number,CKD_Upper 95% CI,CKD_number,Urban_rural_code
1996,230,253,165,228,11.42284569,196,285,294,14.72945892,189,156,1931,14,12,8,0.400801603,0,31,1996,-31,41,0.0,65,532,519,400,35.1,26.4,178,59722,54286,65158,1064,1037,27,59722,1.081145802,0.850432392,0.096216803,0.92492282,1.303582499,2.839947586,0,2019,614,30.4,1549,41.0,38.5,43.4,636,32.8,30.9,34.8,508,7.5,6.7,8.4,6.5,5.4,7.6,101,161,3.3,47,5
12164,1747,1837,1473,1402,11.52581388,1292,1464,1506,12.38079579,907,536,11514,108,239,58,0.476816837,5,240,12164,93,342,1.7,1399,2027,3040,1365,25.9,17.4,2553,42455,38079,46831,6387,6175,212,42455,6.18284335,4.798911574,0.190077049,5.345650053,5.815503434,15.56709678,0,12084,2840,23.5,9026,39.4,37.5,41.1,3557,30.0,28.5,31.3,2708,7.8,7.1,8.5,7.7,6.7,8.8,696,1013,3.8,324,6
6682,648,712,780,616,9.218796767,742,1023,981,14.68123316,769,411,4091,2424,38,35,0.523795271,5,89,6682,-140,96,-0.3,909,2055,1192,821,41.3,16.5,1498,35527,31666,39388,2497,2366,131,35527,2.893336541,0.46337727,0.195106219,1.993187395,3.735840668,8.06365134,0,7051,2097,29.7,5452,54.1,52.3,55.9,2947,38.7,37.2,40.0,2110,11.6,10.8,12.6,11.7,10.4,13.1,636,975,4.8,246,6
1951260,225855,228475,243854,265090,13.5855806,261885,280243,221376,11.34528459,138805,85677,1233595,587182,7910,75851,3.887283089,2388,44334,1951260,16789,16295,10.9,150125,368264,396859,429460,27.4,31.9,244310,57200,55857,58543,1036212,1001293,34919,57200,1132.316334,558.1879792,19.87966379,1062.233648,758.5420101,2666.165232,587,1890416,406732,21.5,1538471,40.9,39.5,42.2,629245,29.8,28.8,30.6,458464,7.3,6.8,7.8,7.4,6.6,8.3,114238,201079,3.5,51255,2
12175,1316,1338,1255,1241,10.19301848,1358,1745,1780,14.6201232,1365,777,9654,2044,194,46,0.377823409,1,236,12175,-28,176,-0.2,1369,3539,2789,1107,40.2,12.6,2185,42233,38485,45981,5094,4817,277,42233,4.19946871,2.478534916,0.221850721,4.606689918,4.077302348,14.37915054,0,12353,3684,29.8,9746,53.7,51.6,55.6,5235,39.2,37.7,40.7,3820,11.2,10.3,12.2,11.1,9.7,12.6,1081,1644,4.6,421,6
110283,11603,11781,11385,12134,11.0026024,11475,14695,17603,15.96166227,12794,6813,102115,606,2298,1221,1.107151601,195,3848,110283,999,1816,0.0,8699,25912,31547,13706,32.4,17.2,16387,47020,44243,49797,46374,43869,2505,47020,55.29001461,30.47398235,1.605278863,67.60592458,52.05314084,162.1594812,32,107576,35360,32.9,88948,49.4,47.3,51.4,43966,34.6,33.2,36.2,30776,9.8,8.9,10.9,10.5,9.0,12.0,9317,12015,4.2,3423,5
111021,15409,15133,14635,15154,13.64966988,12899,15075,12136,10.93126526,7129,3451,78649,21353,6730,1258,1.133118959,123,2908,111021,-670,1479,0.1,15876,28539,17822,11644,38.6,15.8,18950,51665,47507,55823,46432,44109,2323,51665,56.32079036,18.2732852,3.764249102,59.72767404,42.69325563,178.51594,26,113067,21180,18.7,82931,52.0,50.3,53.6,43152,39.5,38.2,40.7,32758,8.9,8.2,9.6,10.5,9.3,11.8,8731,11647,3.7,2893,4
34178,4658,4624,4608,4100,11.99602083,3987,4541,4073,11.91702265,2388,1199,16596,17045,101,66,0.193106677,2,368,34178,37,315,2.6,4870,8511,5791,3346,37.8,14.9,7391,39198,35829,42567,12970,12200,770,39198,23.87228925,1.224513398,1.132960995,13.49253548,12.55412335,38.69233458,0,34229,7047,20.6,25715,59.3,57.5,60.9,15243,47.2,45.9,48.6,12137,9.3,8.6,10.0,10.3,9.3,11.5,2661,4260,4.1,997,6
24881,2732,2960,3268,3201,12.86523854,3074,3278,3076,12.36284715,2244,1048,12209,12042,164,113,0.45416181,46,307,24881,-277,2820,0.5,4901,6486,4566,2220,35.7,12.2,6788,34382,31157,37607,8373,7940,433,34382,12.91423137,2.72334008,0.514125884,11.63146184,9.508783681,32.28303325,5,26201,6150,23.5,19689,57.5,55.6,59.1,11325,40.7,39.5,41.9,8013,11.0,10.1,11.8,12.1,10.7,13.3,2373,3870,4.8,887,6
7733,941,961,830,878,11.35393767,876,1114,1003,12.97038665,661,469,7442,42,66,75,0.969869391,9,99,7733,-128,195,0.0,332,1814,2396,954,33.0,17.4,811,56493,50816,62170,4053,3940,113,56493,4.1886275,3.294786416,0.372767806,3.583380847,5.050402536,11.00266267,0,7829,2144,27.4,5989,47.3,45.1,49.4,2833,41.0,39.1,42.8,2455,8.0,7.3,8.8,7.5,6.5,8.5,447,694,3.4,192,4
161505,19833,20431,19298,20174,12.49125414,19116,20914,21447,13.27946503,13886,6406,152660,686,2176,1552,0.960960961,220,4211,161505,4020,1487,-0.4,7923,28700,42760,26349,27.1,24.9,16417,56188,52775,59601,77765,75065,2700,56188,63.34222624,56.89752298,4.143023518,35.81413664,84.88594853,128.4337291,55,150128,36910,24.6,124681,39.9,37.8,42.0,49730,29.7,28.2,31.2,37030,7.3,6.6,8.2,7.0,6.0,8.3,8761,13685,3.3,3797,4
2429,353,302,233,319,13.13297653,252,310,364,14.98559078,169,127,2365,5,11,7,0.288184438,0,41,2429,-25,174,2.9,140,664,529,328,40.0,19.7,299,54874,51510,58238,1160,1126,34,54874,1.302280005,1.112306812,0.156934377,0.933346557,1.489499963,2.637598826,0,2366,686,29.0,1815,41.4,38.8,43.6,751,31.8,30.0,33.7,577,8.1,7.2,8.9,6.4,5.4,7.6,117,196,3.4,57,6
16164,1365,1413,2125,2098,12.97946053,2144,2356,2331,14.42093541,1607,725,12902,2755,107,77,0.476367236,4,319,16164,42,2983,0.7,1838,4547,3635,2157,37.3,17.7,2667,45426,40638,50214,6122,5852,270,45426,9.379970492,4.623961182,0.164680712,8.799414066,6.283669553,22.0861878,0,16018,3954,24.7,13664,45.6,43.5,47.3,6232,30.2,28.9,31.4,4127,9.3,8.4,10.2,10.2,8.9,11.7,1400,1806,3.8,479,4
1092305,139666,152343,149519,162887,14.9122269,162787,142000,100756,9.224163581,55468,26879,743432,229229,8670,82383,7.542124224,921,27670,1092305,20419,21803,4.2,50481,107053,177117,360231,15.4,51.8,89819,80169,78072,82266,584548,564962,19586,80169,496.2048577,446.2372284,11.78184101,531.7607708,423.3047165,1575.716041,175,1023811,157546,15.4,830774,36.3,34.6,37.9,301261,27.5,26.4,28.7,228463,5.2,4.8,5.7,5.3,4.5,6.1,43640,75717,2.6,20205,1
415247,44291,49814,55361,54032,13.01201454,53066,64837,50245,12.10002721,27809,15792,373807,12645,1340,18683,4.499249844,274,8498,415247,2090,7759,3.5,23576,75884,81270,107563,26.3,37.3,30147,78714,76018,81410,236915,230692,6223,78714,310.4117179,159.4916223,8.571526726,266.0234545,177.8591796,685.1098862,62,406371,84563,20.8,330618,37.7,35.5,39.8,124514,29.0,27.5,30.4,95879,5.9,5.3,6.6,7.2,5.9,8.5,23766,32577,2.8,8508,3
34210,4312,5039,4084,3979,11.63110202,3657,4203,4139,12.09880152,2629,2168,32001,661,325,341,0.996784566,19,863,34210,-203,1317,0.3,2048,5958,7602,7027,26.3,31.0,3411,57934,52709,63159,16864,16319,545,57934,19.29339637,9.775947491,1.633241227,14.15867395,21.02063709,44.80250936,6,34683,8619,24.9,25968,42.8,40.4,45.0,11108,33.4,31.8,34.9,8673,7.5,6.7,8.4,7.2,6.0,8.5,1868,2905,3.3,796,3
59770,8334,8146,7394,8655,14.48050862,7862,7724,6980,11.67809938,3205,1470,56127,744,1013,557,0.931905638,109,1220,59770,657,884,0.5,4740,11076,11329,11651,28.5,30.0,4946,74421,69387,79455,32479,31436,1043,74421,30.38051192,23.58031443,0.933977741,26.26681221,28.57552123,76.4917276,5,57945,10202,17.6,44698,32.3,30.5,34.2,14458,24.1,22.7,25.3,10772,5.5,4.9,6.1,5.8,4.9,6.9,2581,3592,2.8,1156,5
467832,51593,56823,63396,67068,14.33591546,63619,64109,52397,11.19996067,31388,17439,369298,60458,2049,22797,4.872903093,568,12662,467832,5596,3512,5.9,18207,69293,109473,122008,21.7,38.2,46050,67187,64727,69647,254438,246363,8075,67187,271.482947,133.8305498,4.76632682,254.6799976,181.8672169,639.2369099,38,449260,92794,20.7,369523,38.9,37.3,40.6,143658,27.8,26.6,28.9,102727,6.5,5.9,7.0,6.9,6.0,7.9,25343,40347,3.0,10485,2
25220,2638,2825,3570,3457,13.7073751,3134,3413,3086,12.23632038,2067,1030,13947,10644,77,190,0.753370341,5,357,25220,-181,3797,-0.1,3806,8659,3647,2064,47.6,11.4,5025,37834,34547,41121,9196,8737,459,37834,21.41275419,4.440501565,0.428404094,13.36248248,9.260978935,37.63623097,0,25784,6150,23.9,20281,58.3,56.5,60.1,11830,43.0,41.5,44.3,8721,10.2,9.4,11.0,12.2,10.9,13.5,2473,3641,4.3,825,6
16002,1905,2138,1908,1764,11.02362205,1896,2130,2075,12.96712911,1414,772,12006,3826,32,24,0.149981252,2,112,16002,-79,112,-0.1,2013,4582,2957,1364,42.0,12.5,2660,46764,42575,50953,6752,6456,296,46764,11.17690832,0.573312172,0.53044771,6.317150004,5.877789274,18.11559301,0,16114,3931,24.4,12309,53.6,51.5,55.4,6600,39.2,37.7,40.6,4825,9.6,8.8,10.4,10.7,9.4,12.1,1319,1863,4.0,461,6
1399,131,128,140,155,11.07934239,178,216,251,17.9413867,132,68,1329,2,37,10,0.714796283,0,21,1399,20,2,0.0,120,287,398,163,29.6,16.8,188,51457,45797,57117,1029,1002,27,51457,0.711098146,0.551930063,0.021861048,0.614811281,0.668849828,1.790395297,0,1372,398,29.0,1160,39.1,36.7,41.5,454,25.8,24.2,27.3,299,8.1,7.3,9.1,8.1,6.9,9.6,94,124,3.7,40,6
375351,52732,53038,51922,48872,13.02034629,45311,46186,41125,10.95641147,23124,13041,299817,45080,1769,16427,4.376436988,400,11858,375351,3141,6110,1.5,25762,68899,77628,67527,28.7,28.2,49641,54473,52867,56079,184863,179032,5831,54473,193.6806085,47.39649991,7.403950281,147.5741908,186.3888393,488.3241754,170,367747,70976,19.3,278944,46.6,44.8,48.5,129933,38.0,36.5,39.4,105999,7.2,6.5,7.9,8.7,7.4,10.0,24136,34603,3.2,8368,3
403072,43910,52186,41926,47965,11.89985908,50007,62126,54213,13.44995435,31235,19504,373116,6873,1306,15666,3.886650524,220,5891,403072,2002,5519,1.2,10862,64734,81652,122742,23.1,43.8,19937,87333,84997,89669,225432,219447,5985,87333,210.8415954,127.5726851,9.22128648,211.6042582,227.1348459,637.6554268,64,396731,95193,24.0,316377,34.6,32.4,36.8,109401,26.9,25.2,28.5,85105,5.8,5.2,6.5,5.2,4.3,6.3,16557,26700,2.8,8305,2
651215,82715,84591,90450,100417,15.41994579,88625,81460,68797,10.56440653,36246,17914,499651,74075,7461,42147,6.47205608,1885,25996,651215,7083,4303,3.3,32895,89231,126707,181360,20.7,42.2,52474,76665,74791,78539,362692,351003,11689,76665,331.0062752,256.9157515,10.1760133,286.1860818,311.340272,833.4040553,127,626612,111767,17.8,497818,31.8,30.3,33.2,158097,23.5,22.5,24.4,116987,4.7,4.3,5.2,4.8,4.1,5.6,24067,39382,2.6,12223,2
91185,12219,11921,11104,12666,13.89044251,11439,13079,9952,10.91407578,5899,2906,47734,38671,375,1706,1.870921752,117,2582,91185,910,992,0.9,6736,16916,19623,16926,28.1,28.1,9846,69753,65114,74392,44014,42595,1419,69753,47.93866291,22.50269527,1.027715864,45.47642699,39.9203381,125.8095504,12,88057,17315,19.7,69053,49.1,47.1,50.8,33909,37.1,35.6,38.3,25619,6.8,6.2,7.3,7.0,6.2,7.9,4856,8779,3.3,2126,2
116321,15904,17070,24343,14807,12.72942977,12114,12169,10324,8.875439517,6338,3252,67499,43106,533,2415,2.07615134,190,2578,116321,932,5993,0.8,10001,20161,19905,17185,30.0,25.6,28539,41820,37529,46111,51746,49640,2106,41820,53.24273455,36.78890505,1.603363761,55.04513657,37.71775027,141.405626,48,113941,17921,15.7,88452,41.1,39.4,42.6,36330,32.2,31.0,33.4,28482,6.7,6.2,7.2,7.9,7.0,8.8,6984,11501,3.3,2785,4
61197,6008,6736,7360,7298,11.92542118,7764,9460,8457,13.81930487,5255,2859,57735,2095,201,342,0.558850924,21,803,61197,-292,3068,0.1,5519,17111,13058,9151,38.2,20.4,6637,55913,51859,59967,28164,26999,1165,55913,39.49171596,27.84869003,0.519833863,64.88528702,20.29230984,153.1568348,0,62183,15438,24.8,49732,47.3,45.3,49.3,23523,34.5,33.0,35.9,17158,8.2,7.4,9.1,10.0,8.6,11.7,4998,6012,3.5,1607,4
27072,3224,3348,2882,3377,12.47414303,3454,4363,3648,13.4751773,1994,782,24531,1567,184,201,0.742464539,21,568,27072,749,134,0.4,1980,5059,7019,4220,27.7,23.1,2602,64426,58249,70603,13633,13141,492,64426,12.29808333,11.05967129,0.292004523,13.17931126,10.49130534,39.0529977,0,25247,5686,22.5,21014,44.5,42.1,46.8,9347,33.0,31.1,34.6,6935,7.6,6.8,8.4,8.4,7.0,9.7,1758,2364,3.2,629,2
7890,952,1196,1322,740,9.37896071,734,850,970,12.29404309,653,473,7499,158,37,62,0.785804816,20,114,7890,-53,695,1.3,550,1828,1342,1143,37.6,23.5,1458,41101,36813,45389,4322,4225,97,41101,4.804779248,2.132402028,0.294986447,3.194853215,5.402251798,10.21703059,0,8105,2081,25.7,6163,42.4,39.9,44.8,2614,32.4,30.5,34.3,1997,8.4,7.5,9.4,8.2,6.9,9.5,505,690,3.6,207,6
59749,5107,7781,9780,5821,9.742422467,5991,8253,8380,14.02533934,5508,3128,56204,1455,153,884,1.47952267,40,1013,59749,-154,5266,0.7,3497,12780,11305,12325,32.0,30.9,6881,54321,51796,56846,28170,26945,1225,54321,38.55729099,27.18975409,0.507533923,63.35001739,19.8121676,149.5329465,14,60750,16165,26.6,50199,38.7,36.6,40.6,19430,28.3,26.9,29.7,14206,7.9,7.0,8.8,8.7,7.3,10.1,4392,5154,3.4,1579,5
65507,7012,6918,7495,7542,11.51327339,7061,8911,10817,16.5127391,6810,2941,57444,958,3147,893,1.363213092,295,2770,65507,1706,2791,2.3,5775,14379,17539,8258,31.3,18.0,8578,58239,54695,61783,24274,22743,1531,58239,26.4006843,16.5862712,0.799757312,32.58141744,38.39704397,96.6402395,6,61569,18441,30.0,52778,46.3,44.2,48.3,24452,35.1,33.6,36.4,18525,8.9,8.1,9.8,8.5,7.3,9.9,4479,6737,3.9,1910,5
48117,4910,4219,13230,7846,16.30608725,5040,4848,4588,9.535091548,2249,1187,33921,8819,201,3646,7.57736351,33,1497,48117,215,2422,8.6,2728,5622,5928,15847,18.7,52.6,10614,56997,51592,62402,26014,25352,662,56997,25.29653609,11.87434544,0.542310733,23.99724996,21.06538255,66.38787229,25,46487,6753,14.5,40442,37.1,35.1,39.1,15013,29.0,27.4,30.5,11728,5.3,4.8,5.7,5.8,5.0,6.8,2365,3687,2.6,1004,4
89147,9764,11737,9341,9934,11.14339237,10579,13426,12339,13.84118366,7493,4534,83658,1478,297,2389,2.679843405,29,1296,89147,717,1882,1.1,2202,12258,17146,29636,20.0,48.4,3674,83014,79004,87024,49109,47869,1240,83014,46.63160851,28.21511333,2.039461996,46.80028581,50.23516918,141.0295638,46,87817,21950,25.0,70152,34.6,32.2,37.0,24296,27.3,25.5,29.0,19151,6.1,5.5,6.9,5.2,4.3,6.4,3663,5861,2.9,1889,2
4462,558,557,428,420,9.412819364,426,633,720,16.13626177,478,242,1961,2424,9,9,0.201703272,0,59,4462,-121,16,0.0,706,1492,636,334,47.1,10.5,1404,28962,25840,32084,1460,1347,113,28962,2.263566051,0.734414197,0.15128741,2.400490732,1.715867328,7.174661769,0,4771,1350,28.3,3440,64.8,63.1,66.5,2229,46.9,45.4,48.3,1613,14.8,13.8,15.8,16.4,14.8,18.0,565,870,6.6,212,6
274118,35564,37950,32485,36572,13.34169956,39029,36886,30104,10.98213178,17892,7636,205701,53087,2359,6754,2.463902407,247,5970,274118,7972,3699,0.5,18002,44792,54916,55394,25.9,32.0,26453,64904,61988,67820,134695,130306,4389,64904,114.3567574,56.55833971,3.720233975,115.2194204,126.218373,347.8688349,24,251664,48997,19.5,207623,42.2,40.4,43.9,87564,33.0,31.8,34.1,68516,6.3,5.7,7.0,6.8,5.9,8.0,14222,22562,3.0,5835,2
20027,1586,1744,2194,2509,12.52808708,2371,2753,3584,17.89584062,2239,1047,18815,348,326,174,0.868827083,17,347,20027,376,1475,0.0,1070,4038,4930,5068,26.7,33.5,2023,56168,51173,61163,9708,9447,261,56168,10.17953007,7.901003132,0.312945829,8.801161922,9.574735882,25.62991181,2,18818,6312,33.5,17018,35.9,33.6,38.1,6107,23.6,22.1,25.3,4016,7.5,6.7,8.3,7.0,5.8,8.3,1185,1654,3.5,554,6
127330,12941,18182,35881,16912,13.28202309,12495,11269,10656,8.368805466,5965,3029,82224,36236,506,5424,4.259797377,174,2766,127330,510,10109,3.4,8950,14668,16220,29655,21.1,42.7,31645,42112,40172,44052,61475,59045,2430,42112,58.28180114,40.27072739,1.755111353,60.25478838,41.28748155,154.7887171,104,123554,17345,14.0,105341,36.3,34.5,38.3,38230,29.3,27.9,30.8,30865,5.5,5.1,5.9,6.6,5.7,7.5,6938,10875,2.9,2926,4
980080,120970,108421,147222,138752,14.15721166,116349,117704,107871,11.00634642,72320,50471,212694,27758,3210,420967,42.95231002,94079,221372,980080,-6349,35936,2.9,56632,178520,211878,233677,26.2,34.3,73345,83695,81839,85551,465193,454330,10863,83695,284.2629485,108.3235022,15.17908948,520.9187527,338.0797203,1244.685338,148,990060,218287,22.0,772315,35.3,34.1,36.5,272682,24.1,23.4,24.8,186128,5.9,5.5,6.3,4.4,4.0,4.8,34041,95006,3.0,22187,3
828431,98143,103224,107297,110396,13.32591369,98740,112965,100406,12.12001965,57970,39290,503788,246356,3637,52462,6.332693972,628,21560,828431,-172,21417,3.2,50831,150542,150963,221773,26.2,38.6,79482,75836,73843,77829,450366,432164,18202,75836,458.3111165,315.4573374,6.854787862,779.8006672,235.1192237,1882.598938,123,828637,186412,22.5,649500,42.1,40.5,43.7,273532,31.6,30.5,32.6,205242,6.4,5.9,7.1,6.8,5.9,7.8,44049,77645,3.1,19025,2
39330,6989,6898,4960,4423,11.24586829,4283,4299,3883,9.872870582,2430,1165,38505,208,118,177,0.450038139,9,313,39330,108,325,-0.2,8150,7291,4702,2333,32.4,10.4,3018,67498,60626,74370,20613,20098,515,67498,20.29422682,4.966296457,0.775800157,15.46310767,19.53018121,51.16754669,0,38720,7291,18.8,26551,43.8,41.4,46.2,11635,32.5,30.7,34.1,8629,8.0,7.2,8.9,11.4,9.8,13.1,3037,3312,3.4,823,6
857620,90242,109177,117710,108911,12.6992141,103135,122566,103004,12.01044752,62884,39991,665803,128295,4597,36950,4.308434971,895,21080,857620,-174,29659,4.9,59205,183897,144784,207966,30.9,34.9,96563,67720,65318,70122,458747,438576,20171,67720,775.3630973,388.8818011,7.681615825,933.5563732,187.9595372,2068.03501,186,862127,194911,22.6,684574,39.5,37.9,41.3,270355,30.7,29.5,31.8,210164,6.5,5.9,7.2,6.3,5.4,7.4,43306,73592,3.0,19430,3
1481093,161959,188355,188896,169191,11.423388,191007,233925,175002,11.81573338,108036,64722,1250098,129205,9090,62052,4.18960862,1421,29227,1481093,-2478,29238,1.6,98607,287538,276327,366348,27.9,35.6,105578,100075,98571,101579,777784,747832,29952,100075,955.7805785,673.9954551,12.58104639,1570.357116,491.1155458,3706.70974,281,1497595,326104,21.8,1168074,38.2,36.4,39.9,445735,29.0,27.8,30.0,338741,6.4,5.8,7.1,6.6,5.5,7.7,76759,124634,2.9,31962,2
66765,8637,10316,7650,8527,12.7716618,8163,8841,7829,11.72620385,4145,2657,61954,1443,737,892,1.336029357,67,1672,66765,-71,2300,0.0,3250,11557,16109,12644,26.5,29.0,6184,65953,61075,70831,31938,30833,1105,65953,37.65342323,19.07895745,3.187470054,27.63238428,41.0243448,87.43757782,16,66260,13403,20.2,49769,46.8,44.7,49.0,23293,38.2,36.5,39.9,19012,6.9,6.2,7.7,7.1,6.0,8.3,3525,5499,3.1,1407,3
20156,2873,2718,2445,2395,11.88231792,2199,2571,2449,12.15022822,1536,970,13333,6426,62,82,0.406826751,12,241,20156,-105,732,0.0,3184,5753,2874,1599,42.9,11.9,5318,34446,31245,37647,7311,6790,521,34446,10.22510922,3.317537551,0.683404085,10.84363317,7.751013417,32.40978992,6,20388,4672,22.9,15002,55.4,53.5,57.2,8315,40.9,39.4,42.5,6136,10.6,9.8,11.5,12.5,11.1,14.1,1876,2506,4.5,635,6
21443,2881,3350,2781,2340,10.91265215,2718,2520,2396,11.17380963,1588,869,13215,6652,1210,105,0.489670289,8,253,21443,19,734,0.0,2101,4183,5137,2277,30.5,16.6,4399,40792,36459,45125,8422,8012,410,40792,14.97728066,0.768249775,0.710810539,8.465107332,7.876355168,24.2752569,0,21437,4496,21.0,16036,53.3,51.6,55.1,8552,37.7,36.4,39.1,6046,9.1,8.5,9.8,10.1,9.1,11.4,1627,2382,4.0,602,6
5830,651,697,548,635,10.89193825,720,899,881,15.11149228,558,241,5698,26,14,17,0.291595197,1,74,5830,40,0,0.0,660,1787,1287,403,43.2,9.7,1086,44837,40086,49588,2171,2018,153,44837,3.04117991,2.156590425,0.180792012,3.150946489,4.006480116,9.049285869,0,5800,1441,24.8,4588,59.3,57.0,61.4,2720,39.9,37.8,41.8,1831,12.6,11.4,13.8,15.5,13.4,17.5,709,791,4.3,184,4
51909,6605,6828,6312,6586,12.68758789,6896,6662,5958,11.47777842,3963,2099,39368,9192,732,849,1.635554528,206,1562,51909,132,518,0.3,4833,9723,12181,8175,27.9,23.4,7053,55122,51227,59017,20817,19995,822,55122,26.94284137,5.681679201,1.072616074,24.26661117,19.83808738,67.35179345,7,51073,11027,21.6,39629,51.9,49.9,53.8,20571,36.0,34.5,37.4,14266,8.2,7.5,9.0,9.0,7.8,10.3,3564,5596,3.5,1302,5
40769,3757,4592,3896,4038,9.904584366,4476,6189,6919,16.97122814,4550,2352,39549,382,107,154,0.377737987,18,559,40769,137,495,-0.1,2418,10747,10340,6797,35.5,22.4,3807,58345,53401,63289,20986,19663,1323,58345,21.06208243,7.798446153,0.676609371,27.57357571,18.85438278,79.4562613,4,40769,12744,31.3,33197,49.2,46.8,51.5,16320,36.9,35.1,38.9,12250,9.5,8.6,10.5,9.9,8.3,11.5,3290,4440,3.7,1141,5
65936,7283,8963,9716,6680,10.13103616,7339,8708,8430,12.78512497,5528,3289,58486,4805,281,628,0.952438729,30,1706,65936,-346,4826,0.2,5767,18007,13006,7584,40.6,17.1,12140,45138,42315,47961,32239,30996,1243,45138,34.02288685,8.325901937,1.300614267,25.9236071,32.74197886,85.78142279,19,67615,16678,24.7,52329,49.1,46.8,51.1,25702,38.3,36.6,39.8,20042,8.8,8.0,9.6,10.8,9.3,12.3,5661,7583,3.8,1823,5
21055,2718,2754,2757,2331,11.07100451,2548,2832,2587,12.28686773,1677,851,11667,8996,64,100,0.474946569,6,222,21055,-1,257,-0.2,2873,3963,4699,2822,27.6,19.7,4621,39633,35483,43783,9591,9181,410,39633,14.70627451,0.754348692,0.69794879,8.311935591,7.733836593,23.83600868,5,21379,4746,22.2,16015,53.9,52.2,55.8,8637,41.7,40.3,43.0,6678,9.3,8.6,10.1,10.2,9.0,11.5,1630,2627,4.2,629,5
41619,5760,6080,5217,5054,12.14349216,4493,5240,5018,12.0569932,2847,1910,34875,5747,324,232,0.557437709,21,420,41619,-297,488,0.2,5829,7955,8533,4605,29.5,17.1,6909,48040,43758,52322,21416,20620,796,48040,14.35545694,8.472619687,0.758374139,15.74750125,13.93784365,49.15366458,4,41430,9080,21.9,30869,52.0,50.2,53.7,16049,40.0,38.5,41.4,12348,9.0,8.3,9.7,8.6,7.6,9.7,2652,4820,4.1,1181,5
22996,2985,3183,2491,2664,11.58462341,2544,3072,3167,13.77196034,1700,1190,21654,301,298,120,0.521829884,6,617,22996,-102,409,0.2,1213,5346,5628,3477,34.1,22.2,3016,56946,52979,60913,10784,10403,381,56946,12.96904247,6.571402762,1.097866567,9.517476357,14.1300956,30.11629655,0,23336,5525,23.7,17329,49.5,47.2,51.7,8580,39.9,38.0,41.7,6914,8.0,7.2,8.8,8.2,7.1,9.6,1428,2184,3.4,552,3
52377,5832,6379,5794,6286,12.00145102,6653,7686,7335,14.0042385,4447,1965,48464,361,767,617,1.177997976,129,2039,52377,582,458,0.4,3464,12409,13812,6445,34.3,17.8,5302,63338,57953,68723,24387,23148,1239,63338,26.25903444,14.4730899,0.762399382,32.10826248,24.72173733,77.0148359,0,50207,13196,26.3,41310,45.9,43.7,48.0,18981,35.0,33.4,36.5,14458,7.8,7.0,8.5,8.5,7.3,9.8,3514,4816,3.4,1315,2
15146,1708,1734,1943,2050,13.53492671,1963,1915,1709,11.2835072,1245,879,14155,575,76,110,0.72626436,3,227,15146,-17,1997,0.2,1501,4140,2989,2067,38.7,19.3,2045,48749,45659,51839,7500,7313,187,48749,8.447610787,1.644033121,0.301612091,9.421669508,6.764021982,26.86078174,0,15025,3870,25.8,11978,45.5,43.3,47.8,5454,33.7,31.8,35.5,4037,8.3,7.5,9.2,10.0,8.6,11.5,1202,1432,3.5,389,6
52405,5389,6024,5708,5137,9.802499761,5004,6763,7873,15.02337563,6647,3860,49224,1015,600,571,1.089590688,55,940,52405,555,1971,0.7,4279,10207,13169,9496,27.5,25.6,7023,53704,48940,58468,21848,21143,705,53704,18.07582405,10.66838787,0.954914745,19.82863123,17.54998189,61.89235187,12,50761,17362,34.2,42343,48.2,45.9,50.4,20395,34.1,32.6,35.7,14439,10.2,9.2,11.3,8.9,7.6,10.4,3754,6168,4.2,1652,5
11534,1294,1467,1187,1252,10.85486388,1312,1716,1607,13.93272065,1011,688,11025,208,33,64,0.554881221,4,200,11534,106,394,0.4,1294,3656,2098,1121,44.8,13.7,1591,48951,44684,53218,5693,5529,164,48951,6.43303465,1.251966065,0.229684,7.17480101,5.150946094,20.45505457,0,11618,3177,27.3,9004,49.0,46.5,51.3,4409,34.0,32.2,35.8,3061,10.1,9.2,11.2,11.8,10.2,13.6,1061,1247,4.0,334,6
